,Status,Life expectancy ,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Total expenditure, HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Adult Mortality,Polio,Diphtheria
257,Developing,70.0,0,6.58,670.0920883,95.0,0,5.1,0,5.79,0.2,4852.223666,351694.0,3.4,3.4,0.705,12.8,182.7,95.0,95.0
258,Developing,69.8,0,6.56,629.2018591,95.0,0,49.3,0,5.79,0.2,4688.538443,344181.0,3.4,3.4,0.706,12.9,183.7,95.0,95.0
259,Developing,69.4,0,6.66,582.8027185,98.0,0,48.5,0,5.45,0.1,4673.63848,33671.0,3.5,3.4,0.7020000000000001,12.5,183.1,98.0,98.0
260,Developing,69.4,0,6.64,605.6286892,95.0,0,47.8,0,5.61,0.5,4516.24675,329192.0,3.5,3.4,0.7,12.4,182.4,95.0,95.0
261,Developing,69.5,0,6.76,569.9527122000001,96.0,0,47.0,0,5.85,0.2,4344.15177,32168.0,3.5,3.4,0.7,12.4,182.2,96.0,96.0
262,Developing,69.5,0,6.85,549.8096097,97.0,0,46.3,0,5.81,0.3,4258.788611,313929.0,3.5,3.4,0.7,12.7,183.3,98.0,97.0
263,Developing,69.6,0,7.22,51.25232422,94.0,0,45.7,0,5.9,0.1,447.22795999999994,36165.0,3.5,3.4,0.6990000000000001,12.8,182.8,94.0,94.0
264,Developing,69.6,0,7.24,69.63051047,96.0,0,45.0,0,4.76,0.6,4324.876427,29847.0,3.5,3.5,0.7,12.8,181.2,97.0,96.0
265,Developing,69.4,0,6.48,387.3324928,98.0,0,44.4,0,4.4,0.6,4187.3783,29747.0,3.6,3.5,0.6920000000000001,12.3,184.6,98.0,98.0
266,Developing,69.0,0,6.25,365.799896,96.0,0,43.8,0,4.45,0.8,3933.332215,283277.0,3.6,3.5,0.695,12.8,190.4,96.0,96.0
267,Developing,68.7,0,6.2,325.6807462,97.0,0,43.2,0,4.39,0.8,3831.5381899999998,27689.0,3.6,3.5,0.691,12.5,194.5,97.0,97.0
268,Developing,68.4,0,5.67,312.79959460000003,96.0,0,42.6,0,4.53,1.5,3679.9952299999995,26913.0,3.6,3.6,0.684,12.2,199.0,95.0,96.0
269,Developing,68.5,0,4.99,262.82991890000005,97.0,0,42.0,0,4.38,0.1,3556.561825,26226.0,3.7,3.6,0.6779999999999999,11.9,199.6,93.0,89.0
270,Developing,68.2,0,4.9,251.6586929,96.0,0,41.4,0,4.5,0.4,3419.2757189999998,254984.0,3.7,3.7,0.677,11.8,203.4,96.0,96.0
271,Developing,68.3,0,4.79,219.0239836,76.0,0,4.8,0,3.98,0.3,3364.423711,247315.0,3.8,3.7,0.6679999999999999,11.7,198.4,91.0,91.0
273,Developing,59.7,25,0.01,90.12206791,78.0,786,25.2,39,4.59,1.1,943.686575,1286712.0,7.1,6.9,0.475,10.7,248.3,71.0,74.0
274,Developing,59.5,25,0.01,87.40804229999999,77.0,637,24.6,39,4.59,1.2,915.2674586,14451.0,7.2,7.1,0.466,10.3,249.6,73.0,77.0
275,Developing,59.3,25,0.01,9.80407467,8.0,288,24.1,39,4.86,1.3,837.9551,972916.0,7.4,7.3,0.45799999999999996,10.0,251.6,80.0,80.0
276,Developing,59.1,25,1.4,110.26336189999999,75.0,426,23.5,39,5.37,1.4,825.9427853999999,94682.0,7.6,7.5,0.45399999999999996,9.8,254.2,77.0,75.0
277,Developing,58.7,25,1.33,94.25737917,76.0,392,23.0,39,4.95,1.4,757.695974,9199259.0,7.8,7.6,0.451,9.5,256.7,77.0,76.0
278,Developing,58.4,25,1.16,71.01399249,79.0,1461,22.5,39,4.46,1.6,793.4524299999999,894476.0,7.9,7.8,0.44799999999999995,9.3,261.2,80.0,79.0
279,Developing,57.6,25,1.28,7.615430126000001,75.0,928,22.0,39,4.2,1.8,82.1513498,8696916.0,8.1,8.0,0.444,9.1,276.1,77.0,75.0
280,Developing,57.1,25,1.12,7.49281752,82.0,341,21.5,39,4.55,2.0,76.53541899999999,8454791.0,8.3,8.2,0.43799999999999994,8.9,280.9,82.0,82.0
281,Developing,56.8,25,1.19,75.91429496,74.0,176,21.0,39,4.75,2.0,625.8392,8216896.0,8.5,8.4,0.434,8.7,282.5,76.0,74.0
282,Developing,56.5,25,1.13,7.106997355,7.0,210,2.5,39,4.73,2.1,61.799977,7982225.0,8.7,8.6,0.43,8.5,283.7,73.0,70.0
283,Developing,56.1,25,1.15,10.73628066,75.0,262,2.1,39,4.56,2.1,583.493514,7754.0,8.9,8.8,0.423,8.1,284.5,74.0,72.0
284,Developing,55.8,25,1.35,8.931827297,73.0,217,19.7,40,4.63,2.1,519.2922847,752555.0,9.1,9.0,0.41600000000000004,7.7,284.5,75.0,73.0
285,Developing,55.6,25,1.23,40.48815233,15.0,1588,19.2,40,4.27,2.1,418.6985763,7295394.0,9.3,9.2,0.40700000000000003,7.3,283.7,76.0,75.0
289,Developing,69.4,0,0.01,209.3921344,99.0,0,23.6,1,3.57,0.5,2522.7968,776448.0,15.7,16.2,0.596,12.5,214.0,98.0,99.0
290,Developing,69.1,0,0.01,19.79057439,97.0,0,22.7,1,3.83,0.6,235.882889,764961.0,15.9,16.5,0.589,12.6,218.7,97.0,97.0
291,Developing,68.7,0,0.01,188.7373664,97.0,1,21.9,1,3.7,0.6,2422.8160000000003,752967.0,16.1,16.7,0.581,12.3,222.0,97.0,97.0
292,Developing,68.3,0,0.23,289.8524057,95.0,10,21.1,1,4.73,0.5,2458.45976,7451.0,16.3,17.0,0.5720000000000001,11.9,224.0,95.0,95.0
293,Developing,67.9,1,0.28,244.0391949,91.0,21,2.3,1,5.17,0.5,2178.921383,727641.0,16.6,17.3,0.0,11.4,227.8,92.0,91.0
294,Developing,67.4,1,0.17,27.48907048,93.0,6,19.5,1,6.3,0.4,177.234497,714458.0,16.8,17.5,0.0,10.9,231.9,93.0,93.0
295,Developing,67.0,1,0.21,302.667579,96.0,7,18.8,1,6.58,0.4,1795.18137,795.0,17.1,17.8,0.0,10.5,234.6,96.0,96.0
296,Developing,66.5,1,0.16,283.806236,95.0,11,18.0,1,5.88,0.3,1741.142552,686958.0,17.3,18.1,0.0,10.1,238.9,93.0,95.0
297,Developing,65.8,1,0.29,169.2023968,95.0,2,17.4,1,5.27,0.3,1335.45696,672228.0,17.5,18.3,0.0,9.6,245.8,96.0,95.0
298,Developing,65.0,1,0.73,145.5965445,95.0,11,16.7,1,5.28,0.3,1247.61392,656639.0,17.8,18.6,0.0,9.2,253.6,95.0,95.0
299,Developing,64.2,1,0.96,2.586698228,89.0,3,16.1,1,4.41,0.3,197.45788000000002,64282.0,18.0,18.8,0.0,8.8,264.2,90.0,89.0
300,Developing,63.3,1,0.52,19.15664091,95.0,0,15.5,1,4.9,0.2,997.7417141000001,623434.0,18.3,19.1,0.0,8.4,271.1,96.0,95.0
301,Developing,62.5,1,0.29,151.97551930000003,83.0,27,14.9,1,7.75,0.1,885.6382244999999,66399.0,18.6,19.4,0.0,8.0,279.0,89.0,86.0
302,Developing,61.7,1,0.14,8.574029812000001,89.0,756,14.4,1,5.91,0.1,87.9387673,5896.0,18.9,19.6,0.0,7.6,286.8,88.0,88.0
303,Developing,62.0,1,0.17,93.35872844,98.0,418,13.9,1,6.91,0.1,765.8632357999999,573416.0,19.2,19.9,0.0,7.3,308.7,98.0,92.0
321,Developing,77.2,0,4.03,732.8662491,89.0,3000,55.3,0,9.57,0.1,5193.949320000001,35662.0,2.4,2.4,0.742,14.2,96.45,86.0,86.0
322,Developing,77.0,0,4.12,75.61062911,91.0,0,54.7,0,9.46,0.1,535.86555,364999.0,2.4,2.4,0.735,14.2,97.44,87.0,89.0
323,Developing,76.8,0,4.61,693.8226461,92.0,22,54.2,0,9.94,0.1,4716.673325,36482.0,2.5,2.5,0.728,13.9,98.49,87.0,92.0
324,Developing,76.9,0,4.64,7.959131146,88.0,10,53.7,0,9.71,0.1,55.156833999999996,3688865.0,2.6,2.5,0.711,13.4,99.61,89.0,88.0
325,Developing,76.4,0,4.54,630.3883563999999,89.0,45,53.1,0,9.58,0.1,4611.47298,372284.0,2.6,2.6,0.7170000000000001,13.3,100.7,90.0,89.0
326,Developing,76.1,0,4.75,645.021302,9.0,22,52.6,0,9.64,0.1,4697.89732,3746561.0,2.7,2.7,0.716,13.3,103.9,90.0,90.0
327,Developing,76.0,0,5.13,66.04635027,88.0,8,52.1,0,8.58,0.1,575.31664,3763599.0,2.8,2.7,0.71,13.1,105.3,92.0,91.0
328,Developing,75.4,0,5.16,8.240355867,94.0,166,51.5,0,8.37,0.1,418.292176,3774.0,2.8,2.8,0.703,12.9,113.8,95.0,95.0
329,Developing,75.7,0,4.82,38.25414065,9.0,17,51.0,0,8.28,0.1,344.321698,3779468.0,2.9,2.8,0.6970000000000001,12.7,108.6,91.0,87.0
330,Developing,75.0,0,4.56,45.71354264,93.0,23,5.5,0,8.5,0.1,2968.41186,378153.0,2.9,2.9,0.0,12.5,111.6,95.0,93.0
331,Developing,75.5,0,4.25,3.4799188589999996,36.0,28,49.9,0,9.4,0.1,265.642661,3781287.0,3.0,3.0,0.0,12.3,108.2,87.0,84.0
337,Developing,65.1,2,0.01,662.802194,95.0,1,37.3,2,5.41,2.3,7497.762376000001,2168573.0,6.7,6.4,0.6970000000000001,12.6,277.0,96.0,95.0
338,Developing,64.2,2,0.01,1.117811275,95.0,1,36.8,2,5.84,2.8,77.625783,212857.0,7.0,6.7,0.693,12.6,291.5,96.0,95.0
339,Developing,63.4,2,0.01,12.83447357,95.0,7,36.2,3,6.27,4.4,729.231453,289315.0,7.3,7.0,0.687,12.5,301.5,96.0,95.0
340,Developing,62.2,2,5.76,668.9562854,95.0,8,35.7,3,5.25,5.5,7645.214690000001,251339.0,7.7,7.4,0.6779999999999999,12.4,319.1,96.0,95.0
341,Developing,61.1,2,5.99,547.0386679,95.0,853,35.2,3,5.64,6.2,6346.15624,214866.0,8.0,7.8,0.669,12.3,331.2,96.0,95.0
342,Developing,59.2,2,5.01,426.78556619999995,94.0,184,34.7,3,6.39,9.0,5185.729845000001,1979882.0,8.4,8.2,0.6609999999999999,12.2,354.5,96.0,96.0
343,Developing,57.5,2,6.56,476.86258719999995,94.0,0,34.2,3,5.55,12.7,5623.379566,1946351.0,8.8,8.6,0.6459999999999999,12.1,396.0,96.0,96.0
344,Developing,56.9,2,6.21,512.5887995,93.0,1,33.7,3,4.71,13.4,5714.47937,1914414.0,9.2,9.0,0.63,12.1,422.2,96.0,96.0
345,Developing,54.8,2,6.45,76.31867911,93.0,6,33.2,3,4.93,14.4,5374.554867,1884238.0,9.6,9.4,0.61,11.9,470.9,96.0,96.0
346,Developing,51.7,2,6.37,629.8425642999999,92.0,5,32.7,3,5.62,20.6,5351.253732,1855852.0,1.0,9.9,0.593,11.9,535.3,96.0,96.0
347,Developing,48.1,2,4.9,469.5823898,91.0,1,32.2,4,5.56,28.4,4896.583835,182933.0,1.5,1.4,0.58,11.8,606.7,96.0,96.0
348,Developing,46.4,2,5.51,299.3671252,9.0,59,31.6,4,4.65,31.9,4163.6596,184339.0,1.9,1.8,0.5670000000000001,11.8,641.4,96.0,96.0
349,Developing,46.0,2,6.41,6.3300072,88.0,7,31.1,4,6.47,34.6,355.618382,1779953.0,11.4,11.3,0.5579999999999999,11.9,645.0,97.0,97.0
350,Developing,46.7,2,5.48,306.9527349,87.0,1,3.5,4,5.73,37.2,3128.97793,1754935.0,11.8,11.8,0.56,11.8,627.8,97.0,97.0
351,Developing,47.8,2,5.37,250.8916484,86.0,2672,29.9,4,4.64,38.8,3349.68823,172834.0,12.3,12.2,0.5589999999999999,11.7,601.5,97.0,97.0
353,Developing,74.8,44,7.32,83.16465362,96.0,876,55.3,49,8.32,0.1,1226.6173099999999,24213133.0,2.7,2.7,0.747,15.2,144.7,96.0,93.0
354,Developing,74.7,46,7.24,916.2708449999999,96.0,220,54.5,52,8.48,0.1,12216.9446,2248632.0,2.8,2.7,0.7340000000000001,14.2,148.2,96.0,97.0
355,Developing,74.5,49,7.55,843.1946259,96.0,2,53.6,54,8.26,0.1,12291.46685,256983.0,2.8,2.8,0.73,14.2,150.4,96.0,95.0
356,Developing,74.1,51,7.58,1084.999766,98.0,43,52.8,57,8.9,0.1,13167.472890000001,198686688.0,2.9,2.8,0.7240000000000001,14.0,152.0,98.0,99.0
357,Developing,73.8,54,7.52,1111.191325,96.0,68,52.0,61,8.27,0.1,11224.1548,196796269.0,2.9,2.9,0.716,13.8,154.3,99.0,99.0
358,Developing,73.6,57,7.33,564.5233902000001,99.0,0,51.1,64,8.65,0.1,8553.3847,194895996.0,3.0,2.9,0.7140000000000001,13.8,156.2,99.0,99.0
359,Developing,73.4,61,7.21,526.3780636,96.0,0,5.3,68,8.24,0.1,8787.61375,19297929.0,3.0,3.0,0.7040000000000001,13.3,156.9,99.0,99.0
360,Developing,73.3,65,7.19,394.93212989999995,99.0,0,49.4,73,8.28,0.1,7313.557962000001,19126637.0,3.1,3.0,0.7,13.5,157.6,99.0,99.0
361,Developing,73.0,70,7.1,30.30374691,99.0,57,48.6,79,8.36,0.1,586.145975,18912412.0,3.1,3.1,0.698,13.8,159.9,99.0,99.0
362,Developing,72.7,75,6.97,23.76370075,98.0,6,47.8,85,8.27,0.1,477.182746,186917361.0,3.2,3.1,0.6940000000000001,13.8,162.2,99.0,99.0
363,Developing,72.0,81,6.85,186.6090485,96.0,0,46.9,93,7.7,0.1,3623.4766700000005,184738458.0,3.2,3.2,0.695,14.0,169.4,99.0,99.0
364,Developing,71.8,88,6.95,15.85781237,97.0,2,46.1,100,6.94,0.1,359.587582,182482149.0,3.3,3.3,0.6990000000000001,14.8,171.7,99.0,99.0
365,Developing,71.4,95,7.0,140.98247659999998,92.0,1,45.3,109,7.13,0.1,2819.649531,1815121.0,3.3,3.3,0.6920000000000001,14.6,176.2,99.0,99.0
366,Developing,71.0,103,7.13,149.4802091,91.0,1,44.5,118,7.19,0.1,3146.95177,1777567.0,3.4,3.4,0.685,14.3,179.0,99.0,98.0
367,Developing,75.0,111,7.26,179.4777293,94.0,36,43.7,127,7.3,0.1,3739.11936,175287587.0,3.4,3.4,0.677,14.1,183.8,99.0,98.0
385,Developed,74.3,1,12.03,153.1400362,95.0,0,65.1,1,8.44,0.1,7853.335190999999,7223938.0,1.9,1.9,0.787,14.8,140.7,88.0,88.0
386,Developed,74.1,1,12.06,149.65987900000002,95.0,14,64.5,1,7.93,0.1,7674.86559,7265115.0,1.9,1.9,0.7809999999999999,14.4,134.8,95.0,95.0
387,Developed,73.9,1,10.99,851.450672,95.0,1,63.9,1,7.11,0.1,7378.25539,735888.0,1.9,1.9,0.778,14.3,136.6,95.0,95.0
388,Developed,73.7,1,10.67,875.1495189,96.0,157,63.3,1,6.88,0.1,7813.83499,7348328.0,2.0,2.0,0.775,14.2,140.9,95.0,95.0
389,Developed,73.4,1,10.8,766.4454883999999,95.0,22004,62.7,1,7.24,0.1,6843.263289,7395599.0,2.0,2.0,0.77,13.9,143.4,94.0,94.0
390,Developed,73.2,1,10.93,661.5144334,96.0,2249,62.1,1,6.78,0.1,6955.987733,7444443.0,2.0,2.1,0.768,13.8,147.3,94.0,94.0
391,Developed,72.9,1,10.98,107.9826127,96.0,1,61.5,1,6.61,0.1,7296.122479000001,7492561.0,2.1,2.1,0.7609999999999999,13.8,150.3,96.0,95.0
392,Developed,72.6,1,10.89,591.5100977999999,95.0,1,6.9,1,6.41,0.1,5932.899677,7545338.0,2.1,2.2,0.755,13.5,152.7,95.0,95.0
393,Developed,72.2,1,10.39,508.63045880000004,96.0,1,6.3,1,6.67,0.1,4513.13628,76122.0,2.2,2.2,0.75,13.5,156.7,96.0,95.0
394,Developed,72.1,1,10.48,456.3404657,96.0,3,59.7,1,7.8,0.1,3893.6899799999997,7658972.0,2.2,2.3,0.745,13.5,156.4,97.0,96.0
395,Developed,72.2,1,10.96,384.1473028,94.0,0,59.1,1,7.9,0.1,3381.57837,771686.0,2.3,2.3,0.738,13.3,154.3,94.0,95.0
396,Developed,72.0,1,11.19,32.38616103,96.0,0,58.6,1,7.43,0.1,271.46824,7775327.0,2.3,2.4,0.7290000000000001,12.9,153.6,96.0,96.0
397,Developed,71.8,1,10.2,33.26778134,88.0,0,58.1,1,7.41,0.1,287.534843,7837161.0,2.4,2.4,0.723,12.9,156.1,94.0,93.0
398,Developed,71.6,1,10.72,25.06262895,93.0,8,57.5,1,7.23,0.1,1764.97387,89142.0,2.4,2.5,0.713,12.9,159.3,94.0,94.0
399,Developed,71.1,1,9.69,15.2357274,94.0,46,57.0,1,6.7,0.1,169.28586,817172.0,2.5,2.5,0.7090000000000001,12.9,162.7,94.0,93.0
401,Developing,59.3,39,0.01,8.386339501,91.0,343,18.8,63,4.96,0.6,75.1464113,17585977.0,8.2,7.7,0.39799999999999996,7.7,263.0,91.0,91.0
402,Developing,59.0,40,4.64,88.97040214,88.0,375,18.2,66,5.91,0.7,699.452847,1772723.0,8.4,7.9,0.392,7.5,266.2,89.0,88.0
403,Developing,58.6,41,4.75,78.76987363,9.0,7362,17.7,68,5.33,0.8,673.8227,16571216.0,8.6,8.1,0.384,7.2,267.5,90.0,90.0
404,Developing,58.1,42,4.51,85.55592906,91.0,860,17.1,71,5.17,0.9,666.842783,168194.0,8.8,8.4,0.377,6.7,272.4,90.0,91.0
405,Developing,57.5,43,4.55,90.46018236,91.0,2511,16.6,74,7.17,1.0,575.4464527000001,1565217.0,9.0,8.6,0.365,6.3,277.2,90.0,91.0
406,Developing,56.9,44,4.55,81.14304705,92.0,54118,16.1,77,7.41,1.1,552.7455521,1514199.0,9.3,8.8,0.35600000000000004,5.9,282.1,91.0,92.0
407,Developing,56.1,45,4.5,107.79883390000002,93.0,395,15.6,80,6.77,1.5,569.7612784,14689726.0,9.5,9.1,0.345,5.4,288.5,92.0,93.0
408,Developing,55.3,46,4.58,73.92730583,89.0,12,15.1,83,6.63,1.7,475.11122,1425221.0,9.8,9.3,0.33399999999999996,4.9,294.3,93.0,89.0
409,Developing,54.3,47,4.73,64.24025208,76.0,125,14.6,86,6.58,2.0,422.6332374,13829177.0,1.0,9.6,0.325,4.7,303.4,94.0,86.0
417,Developing,59.1,22,0.01,41.25159038,95.0,0,18.2,32,7.54,0.7,312.7489794,989179.0,7.4,7.3,0.40399999999999997,10.6,299.0,95.0,95.0
418,Developing,58.6,22,0.01,40.15128458,96.0,0,17.6,32,8.3,1.0,282.75552519999997,96186.0,7.4,7.4,0.39799999999999996,10.5,302.1,96.0,96.0
419,Developing,58.0,22,0.01,38.73170505,96.0,49,17.1,33,8.21,1.2,265.285651,931971.0,7.5,7.5,0.39299999999999996,10.3,307.7,96.0,96.0
420,Developing,57.4,22,4.16,3.595980333,96.0,129,16.6,33,8.58,1.5,26.479972999999998,94358.0,7.6,7.6,0.385,9.9,314.7,95.0,96.0
421,Developing,56.8,23,4.16,31.14187566,96.0,495,16.1,34,8.82,1.9,231.1943256,876693.0,7.7,7.7,0.361,9.3,322.7,94.0,96.0
422,Developing,56.2,23,4.05,2.030494673,94.0,305,15.7,34,6.96,2.4,24.944651999999998,848931.0,7.8,7.8,0.336,8.6,330.1,96.0,94.0
423,Developing,55.3,23,4.33,15.99415192,92.0,173,15.2,35,7.86,2.9,196.24726280000002,8212264.0,7.9,7.9,0.319,7.9,340.4,89.0,92.0
424,Developing,54.8,24,4.54,1.72659515,99.0,43,14.8,36,1.3,3.4,17.79995,7939573.0,8.0,8.0,0.309,7.2,345.2,93.0,99.0
425,Developing,54.1,24,4.5,21.24915339,92.0,784,14.5,36,11.49,3.8,165.8794176,7675338.0,8.1,8.2,0.29,5.9,350.3,88.0,92.0
426,Developing,53.4,24,5.54,1.7474409480000002,87.0,0,14.1,37,9.84,4.3,15.57434,7423289.0,8.2,8.3,0.28600000000000003,5.6,357.1,82.0,87.0
427,Developing,52.6,24,5.72,11.22655347,83.0,2,13.8,38,7.1,4.8,127.4296648,7182451.0,8.4,8.4,0.27899999999999997,5.2,363.7,76.0,83.0
449,Developing,73.0,0,0.01,414.0242418,97.0,0,3.5,0,4.76,0.2,3529.6184299999995,526437.0,6.8,6.7,0.643,13.5,126.4,95.0,95.0
450,Developing,72.8,0,0.01,325.6298627,94.0,0,29.7,0,4.29,0.2,3558.796314,5216.0,6.9,6.9,0.643,13.6,129.4,93.0,93.0
451,Developing,72.7,0,0.01,33.55888998,94.0,0,29.0,0,4.61,0.3,348.48276200000004,513979.0,7.1,7.1,0.636,13.2,132.7,94.0,94.0
452,Developing,72.6,0,5.07,4.409153436,9.0,0,28.2,0,4.6,0.3,367.42945299999997,5867.0,7.3,7.2,0.632,13.1,135.5,90.0,90.0
453,Developing,72.5,0,4.75,286.89073030000003,98.0,0,27.5,0,4.83,0.4,3312.825985,52384.0,7.4,7.4,0.627,12.7,138.1,99.0,99.0
454,Developing,72.4,0,4.45,339.97773639999997,98.0,0,26.8,0,4.24,0.4,3444.5566,496963.0,7.6,7.6,0.621,12.4,139.4,99.0,99.0
455,Developing,72.4,0,4.16,360.6208825,98.0,0,26.2,0,3.96,0.4,3638.95946,491723.0,7.8,7.8,0.615,12.2,142.2,99.0,99.0
456,Developing,72.3,0,5.28,345.46371400000004,96.0,0,25.5,0,4.3,0.6,3112.2857120000003,486438.0,8.1,8.0,0.602,11.9,146.2,98.0,98.0
457,Developing,72.1,0,4.25,26.45133197,95.0,0,24.9,0,5.11,0.6,234.28992000000002,48795.0,8.3,8.3,0.596,11.9,150.5,97.0,96.0
458,Developing,71.8,0,4.26,3.349816965,93.0,0,24.3,0,4.86,0.8,248.13459,474567.0,8.5,8.5,0.5820000000000001,11.2,157.3,95.0,95.0
459,Developing,71.4,0,4.19,240.139715,91.0,0,23.7,0,5.6,0.8,1976.4585600000003,467664.0,8.7,8.7,0.574,11.1,159.4,94.0,93.0
460,Developing,71.1,0,4.16,209.0865,66.0,0,23.2,0,5.0,0.9,1768.92132,46147.0,8.9,8.9,0.5720000000000001,11.3,160.3,93.0,92.0
461,Developing,77.0,0,3.82,155.2072669,4.0,0,22.6,0,5.17,0.8,1373.5156359999999,45216.0,9.2,9.1,0.569,11.3,161.6,92.0,91.0
465,Developing,68.3,11,0.01,12.17952064,88.0,0,18.9,12,5.68,0.2,198.68712299999999,152779.0,1.9,11.0,0.5529999999999999,10.9,178.4,92.0,91.0
466,Developing,67.8,11,0.01,8.758214537999999,83.0,0,18.2,13,5.93,0.2,128.419568,1522692.0,11.0,11.1,0.546,10.8,182.7,71.0,86.0
467,Developing,67.4,12,0.01,6.914723982999999,86.0,15,17.6,14,6.24,0.3,95.244132,14776866.0,11.0,11.2,0.54,10.7,185.9,90.0,90.0
468,Developing,67.0,13,2.12,60.18591771,88.0,722,17.0,15,5.64,0.3,882.491462,14537886.0,11.0,11.2,0.5329999999999999,10.7,191.4,91.0,91.0
469,Developing,66.6,14,2.2,56.88416481,89.0,1156,16.4,16,5.95,0.5,785.6928841,143874.0,11.0,11.3,0.519,10.6,196.3,90.0,90.0
470,Developing,66.1,15,2.13,48.35423978,92.0,4779,15.9,17,6.36,0.6,738.2326684,14928.0,11.1,11.4,0.52,10.5,202.9,95.0,94.0
471,Developing,65.6,16,2.24,53.10009046,91.0,4211,15.3,18,5.55,0.7,745.7877873,138859.0,11.2,11.4,0.511,10.5,210.9,91.0,91.0
472,Developing,65.0,16,2.08,57.73516711,82.0,394,14.8,20,3.75,0.9,631.675789,13676693.0,11.3,11.5,0.495,10.3,220.6,82.0,82.0
473,Developing,64.1,17,2.03,51.50447119,8.0,188,14.3,21,4.48,1.1,539.8791529,13474489.0,11.4,11.6,0.483,10.1,234.5,80.0,80.0
481,Developing,56.7,47,0.01,61.39263642,87.0,831,28.4,71,4.1,3.7,1441.1417,2223994.0,5.7,5.7,0.507,10.4,357.9,84.0,83.0
482,Developing,56.4,48,0.01,63.07890158,89.0,760,27.8,73,4.29,4.0,1365.34419,21655715.0,5.8,5.8,0.501,10.4,352.3,88.0,89.0
483,Developing,55.9,50,0.01,68.55839112,85.0,609,27.2,76,4.34,4.6,1255.648189,2182383.0,5.9,5.9,0.496,10.4,352.3,85.0,85.0
484,Developing,55.6,51,6.19,83.18071241,82.0,504,26.6,79,3.96,4.9,1295.6497259999999,252447.0,6.0,6.0,0.486,10.0,354.5,80.0,82.0
485,Developing,55.3,53,6.15,100.89874509999999,84.0,240,26.0,82,5.28,5.5,1182.869227,1997495.0,6.1,6.2,0.48,9.7,354.8,83.0,84.0
486,Developing,54.8,54,5.89,9.042540892,8.0,251,25.4,85,5.7,6.3,123.19538,19432541.0,6.3,6.3,0.473,9.2,358.5,79.0,80.0
487,Developing,54.2,56,5.9,68.70730440000001,84.0,495,24.9,87,5.18,6.7,1233.524316,18978.0,6.4,6.5,0.466,8.8,365.2,82.0,84.0
488,Developing,53.6,57,5.44,7.5628929220000005,82.0,100,24.4,89,4.76,7.0,111.71186000000002,18395389.0,6.6,6.6,0.456,8.0,375.9,81.0,82.0
489,Developing,53.3,58,5.22,0.962497052,81.0,196,23.8,91,4.69,7.2,12.989164,17899562.0,6.7,6.8,0.456,8.2,379.2,78.0,81.0
490,Developing,52.8,58,5.03,73.03276195,79.0,605,23.3,93,4.75,7.4,952.1872483999999,1742795.0,6.9,7.0,0.456,8.3,388.9,79.0,80.0
497,Developing,82.0,2,8.1,102.1902168,55.0,418,66.4,2,1.45,0.1,544.43376,35544564.0,0.5,0.5,0.912,15.9,64.83,91.0,91.0
498,Developing,81.8,2,8.2,9733.228019,55.0,83,65.8,2,1.67,0.1,52413.72116,35155451.0,0.5,0.5,0.909,15.9,66.2,91.0,91.0
499,Developing,81.6,2,8.3,9748.636237,7.0,10,65.3,2,1.78,0.1,52496.69487,3475545.0,0.5,0.5,0.907,15.9,67.53,91.0,91.0
500,Developing,81.5,2,8.2,971.9280384,7.0,803,64.7,2,1.82,0.1,5282.2176,3434278.0,0.5,0.5,0.903,15.9,66.75,87.0,87.0
501,Developing,81.2,2,8.4,8649.674911,56.0,99,64.1,2,11.2,0.1,47447.4762,345274.0,0.5,0.4,0.898,15.9,68.89,90.0,89.0
502,Developing,81.0,2,8.4,864.9499300000001,42.0,14,63.6,2,11.17,0.1,4773.45436,33628571.0,0.5,0.4,0.898,15.9,71.1,93.0,91.0
503,Developing,87.0,2,8.3,8433.936814,28.0,62,63.0,2,1.3,0.1,46596.33599,33245773.0,0.5,0.4,0.897,15.8,72.72,96.0,92.0
504,Developing,85.0,2,8.3,7946.743581000001,14.0,101,62.5,2,9.83,0.1,44544.5268,32887928.0,0.5,0.4,0.894,15.8,73.51,99.0,94.0
505,Developing,85.0,2,8.2,771.1817686,14.0,13,61.9,2,9.75,0.1,4386.699479999999,325755.0,0.5,0.4,0.8909999999999999,15.8,73.97,95.0,95.0
506,Developing,81.0,2,8.0,6333.1779670000005,14.0,6,61.3,2,9.57,0.1,36189.58838,32312.0,0.5,0.4,0.8859999999999999,15.8,75.69,93.0,93.0
507,Developing,80.0,2,7.8,5513.329924000001,14.0,7,6.6,2,9.56,0.1,31979.87195,31995.0,0.5,0.4,0.8809999999999999,15.8,75.7,91.0,91.0
508,Developing,79.7,2,7.7,4687.845565,14.0,15,6.0,2,9.54,0.1,28172.148830000002,31676.0,0.5,0.4,0.877,15.8,77.36,88.0,91.0
513,Developing,58.0,15,0.01,53.43964323,47.0,210,22.1,22,4.2,4.5,377.132274,4515392.0,8.4,8.3,0.345,7.1,443.8,47.0,47.0
514,Developing,49.9,16,0.01,52.37766601,23.0,596,21.6,23,3.82,5.1,337.4849614,4499653.0,8.5,8.5,0.37,7.1,466.7,23.0,23.0
